%time,field.left_wheels,field.right_wheels
1556897834969190891,0.0,0.0
1556897835049236345,0.0,0.0
1556897835128720570,0.0,0.0
1556897835224973544,0.0,0.0
1556897835324052318,0.174649365612,0.174649365612
1556897835424142844,1.74518385121,1.57066546609
1556897835524154719,3.47502105748,3.3012700046
1556897835624111803,3.49298731224,4.19158477469
1556897835724182617,2.28319816639,2.98572067912
1556897835824123785,2.6422143572,2.28991910957
1556897835924152464,3.33726159637,3.16161624919
1556897836024160148,3.24126163423,3.60140181581
1556897836124265431,2.64088158678,3.16905790414
1556897836224236131,2.66801935833,2.66801935833
1556897836324500683,3.22606485601,2.8864790817
1556897836424190826,3.13193607864,3.13193607864
1556897836524394561,2.73643019435,3.07848396865
1556897836624168367,2.62061461179,2.79532225257
1556897836724168668,3.15737979172,2.98196980329
1556897836824141732,3.1449999429,3.1449999429
1556897836924143319,2.63247258443,3.15896710131
1556897837024297219,2.77082207855,2.77082207855
1556897837124191521,3.1421165847,3.1421165847
1556897837224498487,3.07974125043,3.07974125043
1556897837324211413,2.78950486834,2.61516081407
1556897837424192542,2.82097175978,2.82097175978
1556897837524241997,2.86290673499,3.22077007687
1556897837624359172,3.11125795798,2.93841029365
1556897837724316667,2.95916866442,2.95916866442
1556897837824484363,2.57824606493,3.09389527792
1556897837924196145,3.14368858102,2.96903921541
1556897838024278133,3.31612570451,2.96705984088
1556897838124288498,2.61255127277,3.13506152732
1556897838224233521,2.61995901228,3.14395081474
1556897838324351532,3.12233832772,3.12233832772
1556897838424279846,3.34118465032,2.98948100292
1556897838524288364,2.81150454543,2.81150454543
1556897838624322893,2.51751806101,3.05698621694
1556897838724401586,2.96236944439,3.13662647053
1556897838824389941,3.37691002307,3.02144581012
1556897838924678370,2.88530945629,2.88530945629
1556897839024348013,2.4343323713,3.12985590596
1556897839124541086,2.90674482187,2.90674482187
1556897839224274970,3.14395081474,2.96928688059
1556897839324275514,2.98296913057,2.98296913057
1556897839424282012,2.62017757684,3.14421309221
1556897839524302297,2.98421905726,2.80867675977
1556897839624351469,3.14002287116,2.9655771561
1556897839724333349,2.61342060851,3.13610473022
1556897839824392013,2.43574787966,3.30565783669
1556897839924339200,3.32110727443,2.97151703502
1556897840024345911,3.35103236205,2.99829211341
1556897840124365812,2.67939682017,3.39390263889
1556897840224377973,2.62105179255,3.14526215106
1556897840324478429,3.14683754182,2.97201323394
1556897840424653492,3.09262617912,3.09262617912
1556897840524368344,2.79485608196,3.14421309221
1556897840624485880,2.95474841019,2.95474841019
1556897840724443049,3.12803808068,2.95425818731
1556897840824393293,2.97002989336,2.97002989336
1556897840924472770,2.6092962569,3.13115550828
1556897841024432326,2.99551735596,2.99551735596
1556897841124465747,3.15368185604,2.97847730848
1556897841224446407,2.69664623407,2.87642264967
1556897841324521252,2.61385539211,3.31088349667
1556897841424513578,3.00944273975,3.00944273975
1556897841524802023,3.23209144044,2.89187128881
1556897841624463941,2.95671138705,2.78278718781
1556897841724619537,2.40222285247,3.26015958549
1556897841824388467,2.79532225257,3.31944517493
1556897841924400132,3.33334800417,2.98246926689
1556897842024421440,3.14473753414,2.97002989336
1556897842124406690,2.45862257119,3.3367020609
1556897842224481037,2.60907970565,3.30483429382
1556897842324450727,3.49269599005,2.96879159154
1556897842424534632,3.31336467485,2.96458944592
1556897842524509504,2.61559637974,3.13871565569
1556897842624496885,2.46855814836,3.35018605849
1556897842724501299,3.39593000777,3.03846369116
1556897842824508797,3.32027601667,2.97077327808
1556897842924621828,2.6217081429,3.32083031433
1556897843024798808,2.57761149019,3.43681532025
1556897843124477947,3.14395081474,2.96928688059
1556897843224621351,3.12596308102,2.9522984654
1556897843324549291,2.43251474023,3.3012700046
1556897843424497736,2.44488719303,3.31806119055
1556897843524579330,3.30483429382,2.95695699974
1556897843624554827,3.34034331291,3.16453577012
1556897843724551004,2.45924115303,3.16188148247
1556897843824563200,2.52358493801,3.06435313901
1556897843924657471,3.30455978552,3.13063558629
1556897844024620230,3.18835542718,3.01122457011
1556897844124897048,0.509667885943,1.1892250672
1556897844224569904,-8.17851207253,-7.65647938705
1556897844324741572,-6.52192251946,-6.86518159944
1556897844424521568,0.174707640786,-0.174707640786
1556897844524522471,-1.93031810689,-0.877417321314
1556897844624544499,-6.46148758159,-5.58831358408
1556897844724547272,-4.74162924444,-5.26847693827
1556897844824604488,-1.39150917635,-1.91332511748
1556897844924569370,-2.61952199254,-2.09561759403
1556897845024656010,-5.21685932481,-4.34738277067
1556897845124601647,-4.19368286808,-4.36841965425
1556897845224616746,-2.47459975579,-2.82811400661
1556897845324650352,-3.38725814071,-2.67415116372
1556897845424630668,-4.36769101965,-3.84356809729
1556897845524742958,-3.67039140005,-3.84517194291
1556897845624922874,-3.09338741887,-3.09338741887
1556897845724613652,-3.667025237,-2.96854423948
1556897845824713488,-3.82442697253,-3.82442697253
1556897845924669528,-3.47502105748,-3.82252316323
1556897846024604096,-3.4947357234,-3.4947357234
1556897846124709602,-3.82792187389,-3.13193607864
1556897846224657712,-3.69164843993,-3.69164843993
1556897846324672012,-3.36264221752,-3.53962338686
1556897846424679217,-3.76045660979,-3.76045660979
1556897846524766370,-4.00791160124,-3.48514052281
1556897846624850214,-3.52324859187,-3.52324859187
1556897846725012324,-3.2328791239,-3.40303065673
1556897846824739210,-3.65422879837,-3.65422879837
1556897846924882325,-3.94747941968,-3.43259079972
1556897847024644979,-3.67069751385,-3.67069751385
1556897847124665001,-3.33474477307,-3.51025765586
1556897847224681865,-3.49327868304,-3.49327868304
